,postcode,easting,northing,soilType,elevation,localAuthority,riskLabel,medianPrice,historicallyFlooded,postcodeDistrict,catsPerHousehold,dogsPerHousehold
4964,YO8,461392,432788,Unsurveyed/Urban,10,Selby,1,193000.0,True,YO8,0.261033543,0.299358755
4965,WF11,449159,423943,Unsurveyed/Urban,20,Wakefield,1,202800.0,False,WF11,0.186757691,0.214177646
4966,HD5,415721,416428,Unsurveyed/Urban,90,Kirklees,1,52900.0,False,HD5,0.152694405,0.175113153
4967,IP21,620885,285524,Stagnosols,40,South Norfolk,1,457400.0,False,IP21,1.030031601,1.181261895
4968,NR21,595697,327295,Luvisols,40,North Norfolk,1,316400.0,False,NR21,0.928226673,1.064509863
4969,LE11,453128,317712,Unsurveyed/Urban,60,Charnwood,1,225500.0,False,LE11,0.118148023,0.135494637
4970,PE22,539684,352570,Gleysols,0,Boston,6,197100.0,False,PE22,0.293968884,0.337129696
4971,LN6,493000,371500,Gleysols,10,North Kesteven,1,163600.0,False,LN6,0.282837314,0.324363778
4972,B38,404609,278013,Unsurveyed/Urban,150,Birmingham,1,174600.0,False,B38,0.151080875,0.173262724
4973,NR5,617127,310991,Unsurveyed/Urban,10,South Norfolk,1,247500.0,False,NR5,0.383234686,0.439501595
4974,PE36,567635,341465,Luvisols,30,King's Lynn and West Norfolk,1,184600.0,False,PE36,0.200133179,0.229516937
4975,HX1,408330,425662,Unsurveyed/Urban,200,Calderdale,1,377300.0,False,HX1,0.458088551,0.52534558
4976,S19,443323,380772,Unsurveyed/Urban,100,Sheffield,1,,False,,,
4977,NE23,425500,577500,Unsurveyed/Urban,60,Northumberland,1,,False,NE23,0.668956996,0.767173947
4978,WS3,401356,298698,Unsurveyed/Urban,120,Walsall,1,130800.0,False,WS3,0.342337003,0.392599272
4979,DE7,442380,345936,Arenosols,120,Amber Valley,1,,False,DE7,0.304139997,0.348794143
4980,NG32,491326,339863,Stagnosols,60,South Kesteven,1,444400.0,False,NG32,0.498708259,0.571929116
4981,LS8,431000,434500,Unsurveyed/Urban,40,Leeds,1,96600.0,False,LS8,0.152429179,0.174808987
4982,B12,407841,286113,Unsurveyed/Urban,110,Birmingham,1,177500.0,False,B12,0.085244762,0.097760486
4983,YO15,518977,467337,Unsurveyed/Urban,10,East Riding of Yorkshire,1,141100.0,False,YO15,0.519642594,0.595937052
4984,WF10,442275,425747,Unsurveyed/Urban,20,Wakefield,9,130600.0,False,WF10,0.365511702,0.419176504
4985,NE13,423613,568196,Unsurveyed/Urban,70,Newcastle upon Tyne,1,282600.0,False,NE13,0.37877376,0.434385711
4986,NE8,425443,562951,Unsurveyed/Urban,60,Gateshead,1,265000.0,False,NE8,0.192941594,0.221269476
4987,HU17,504365,439251,Unsurveyed/Urban,10,East Riding of Yorkshire,1,197600.0,False,HU17,0.39812983,0.456583659
4988,YO18,480875,483172,Cambisols,30,Ryedale,1,236600.0,False,YO18,1.27244134,1.459262479
4989,WA16,374839,378010,Unsurveyed/Urban,60,Cheshire East,1,434600.0,False,WA16,0.479104001,0.54944654
4990,NE12,427141,571289,Unsurveyed/Urban,60,North Tyneside,1,264400.0,False,NE12,0.191230736,0.219307428
4991,NE5,420190,565572,Unsurveyed/Urban,70,Newcastle upon Tyne,1,,False,NE5,0.176319432,0.202206832
4992,ST19,391662,313618,Luvisols,90,South Staffordshire,1,306700.0,False,ST19,1.02417649,1.17454713
4993,WS3,402285,303466,Unsurveyed/Urban,140,Walsall,1,107900.0,False,WS3,0.342337003,0.392599272
4994,OL6,393363,398696,Unsurveyed/Urban,100,Tameside,1,313800.0,False,OL6,0.26607474,0.305140106
4995,LN2,500610,380349,Stagnosols,30,West Lindsey,1,275100.0,False,LN2,0.264729034,0.303596822
4996,NE28,431112,568484,Unsurveyed/Urban,60,North Tyneside,1,231900.0,False,NE28,0.12595173,0.144444092
4997,S63,444723,402577,Unsurveyed/Urban,30,Barnsley,1,124000.0,False,S63,0.334108712,0.383162895
4998,S61,440518,394594,Unsurveyed/Urban,90,Rotherham,1,106800.0,False,S61,0.089856867,0.103049745
4999,LS20,419287,442018,Unsurveyed/Urban,130,Leeds,1,284500.0,False,LS20,0.36916162,0.423362307
5000,PE8,503906,289122,Unsurveyed/Urban,30,North Northamptonshire,1,304000.0,False,PE8,0.8273915,0.948869967
5001,HX1,408692,425172,Unsurveyed/Urban,180,Calderdale,1,389700.0,False,HX1,0.458088551,0.52534558
5002,DL10,424052,497473,Cambisols,60,Richmondshire,1,288600.0,False,DL10,0.58398801,0.669729728
5003,WF17,422501,426274,Unsurveyed/Urban,110,Kirklees,1,10600.0,False,WF17,0.183290678,0.210201603
5004,SK11,380564,373656,Gleysols,70,Cheshire East,1,686000.0,False,SK11,0.466216928,0.534667374
5005,S17,431263,380154,Unsurveyed/Urban,160,Sheffield,1,357300.0,False,S17,0.247073151,0.283348684
5006,WF11,450500,424700,Gleysols,10,Selby,1,188200.0,True,WF11,0.186757691,0.214177646
5007,DL11,416310,513294,Cambisols,120,Richmondshire,1,373800.0,False,DL11,1.813191116,2.079405692
5008,HU17,499571,436767,Cambisols,60,East Riding of Yorkshire,1,2354400.0,False,HU17,0.39812983,0.456583659
5009,OL1,394319,406159,Unsurveyed/Urban,230,Oldham,1,124100.0,False,OL1,0.213531541,0.24488246
5010,CW5,365833,353482,Gleysols,40,Cheshire East,1,315600.0,False,CW5,0.916435564,1.050987571
5011,S60,443808,391653,Unsurveyed/Urban,70,Rotherham,1,177400.0,False,S60,0.080994751,0.092886483
5012,PE12,542436,321468,Gleysols,0,South Holland,6,166900.0,False,PE12,0.218685971,0.250793669
5013,S72,438838,408393,Unsurveyed/Urban,50,Barnsley,1,147700.0,False,S72,0.145118612,0.166425076
5014,WV12,397819,300465,Unsurveyed/Urban,140,Walsall,1,149100.0,False,WV12,0.289957481,0.332529335
5015,B9,409575,286524,Unsurveyed/Urban,130,Birmingham,1,1073800.0,False,B9,0.086296887,0.098967084
5016,DE1,429449,330613,Planosols,70,South Derbyshire,1,,False,DE1,0.757814352,0.869077431
5017,NG10,449059,333555,Unsurveyed/Urban,30,Erewash,1,,False,NG10,0.142777732,0.163740505
5018,LE13,476031,318483,Unsurveyed/Urban,90,Melton,1,204500.0,False,LE13,0.475746002,0.545595517
5019,DE2,436600,336600,Unsurveyed/Urban,50,Derby,1,,True,,,
5020,SK14,394000,395200,Unsurveyed/Urban,90,Tameside,1,161100.0,False,SK14,0.118349421,0.135725604
5021,WF2,430681,421454,Stagnosols,40,Wakefield,1,182600.0,False,WF2,0.534750582,0.61326321
5022,HU10,501976,429578,Unsurveyed/Urban,30,East Riding of Yorkshire,1,367300.0,False,HU10,0.820284831,0.940719889
5023,NR9,615861,304790,Luvisols,40,South Norfolk,1,337600.0,False,NR9,0.428525952,0.491442571
5024,LE65,433416,315006,Planosols,110,North West Leicestershire,1,281500.0,False,LE65,0.316350578,0.362797494
5025,BD9,414795,434712,Unsurveyed/Urban,160,Bradford,1,149500.0,False,BD9,0.239866813,0.275084304
5026,DL6,436878,493526,Unsurveyed/Urban,40,Hambleton,1,95200.0,False,DL6,1.159847887,1.330137941
5027,LE5,463138,304130,Unsurveyed/Urban,100,Leicester,1,328300.0,False,LE5,0.090746062,0.104069492
5028,WS15,405985,316871,Cambisols,70,Cannock Chase,1,190800.0,False,WS15,0.532002984,0.610112206
5029,SR6,440287,559963,Unsurveyed/Urban,10,Sunderland,1,202800.0,False,SR6,0.237598112,0.27248251
5030,TS13,471216,518037,Stagnosols,90,Redcar and Cleveland,1,141400.0,False,TS13,0.197629359,0.226645503
5031,NR34,643950,289615,Unsurveyed/Urban,20,East Suffolk,1,173200.0,False,NR34,0.750044233,0.860166495
5032,DN3,463992,401865,Arenosols,10,Doncaster,1,116100.0,False,DN3,0.201951472,0.231602193
5033,LN11,546655,391614,Gleysols,10,East Lindsey,9,230200.0,False,LN11,0.644853472,0.739531519
5034,B24,413550,291425,Unsurveyed/Urban,90,Birmingham,1,217200.0,False,B24,0.149743808,0.171729347
5035,NE13,423740,570794,Stagnosols,60,Newcastle upon Tyne,1,302300.0,False,NE13,0.37877376,0.434385711
5036,WS15,408972,315818,Arenosols,80,Lichfield,1,170100.0,False,WS15,0.532002984,0.610112206
5037,OL4,395274,404232,Unsurveyed/Urban,180,Oldham,1,155900.0,False,OL4,0.137693536,0.157909841
5038,PE6,514774,310821,Cambisols,10,South Kesteven,1,281000.0,False,PE6,0.393948826,0.451788795
5039,TS26,450596,532003,Unsurveyed/Urban,10,Hartlepool,1,158100.0,False,TS26,0.21762284,0.249574448
5040,DE11,428023,318638,Planosols,90,South Derbyshire,1,250000.0,False,DE11,0.240474972,0.275781753
5041,LE8,457917,295600,Stagnosols,90,Blaby,1,,False,LE8,0.348469912,0.399632621
5042,WF4,431835,413045,Cambisols,130,Wakefield,1,210500.0,False,WF4,0.172894719,0.198279299
5043,IP17,637891,269057,Stagnosols,40,East Suffolk,1,506300.0,False,IP17,0.507541191,0.582058908
5044,DN17,487700,408100,Unsurveyed/Urban,10,North Lincolnshire,1,154600.0,False,DN17,0.382050985,0.438144102
5045,LN6,497221,370656,Unsurveyed/Urban,10,Lincoln,1,228600.0,False,LN6,0.282837314,0.324363778
5046,HD9,413755,411383,Unsurveyed/Urban,130,Kirklees,1,219600.0,False,HD9,0.251482511,0.28840543
5047,B24,410748,290773,Unsurveyed/Urban,120,Birmingham,1,160200.0,False,B24,0.149743808,0.171729347
5048,B9,411172,286863,Unsurveyed/Urban,120,Birmingham,1,130000.0,False,B9,0.086296887,0.098967084
5049,TS25,451972,529491,Unsurveyed/Urban,10,Hartlepool,1,128600.0,False,TS25,0.220889332,0.25332053
5050,S73,441578,404199,Unsurveyed/Urban,50,Barnsley,1,118100.0,False,S73,0.092152579,0.105682515
5051,WS15,407597,324809,Cambisols,110,East Staffordshire,1,465500.0,False,WS15,0.532002984,0.610112206
5052,HG2,432989,455703,Unsurveyed/Urban,80,Harrogate,1,310600.0,False,HG2,0.332153316,0.380920406
5053,S36,424555,402497,Stagnosols,230,Barnsley,1,199300.0,False,S36,0.68165772,0.781739404
5054,B79,421223,305549,Unsurveyed/Urban,90,Tamworth,1,240400.0,False,B79,0.411624875,0.47206006
5055,NR9,611456,316283,Cambisols,40,Broadland,1,413300.0,False,NR9,0.428525952,0.491442571
5056,NE12,428698,571231,Stagnosols,80,North Tyneside,1,68000.0,False,NE12,0.191230736,0.219307428
5057,WF10,443770,425981,Unsurveyed/Urban,20,Wakefield,1,960000.0,False,WF10,0.365511702,0.419176504
5058,DL8,400613,488880,Cambisols,200,Richmondshire,1,296800.0,False,DL8,1.856077621,2.128588836
5059,PE9,502886,307876,Unsurveyed/Urban,60,South Kesteven,1,258200.0,False,PE9,0.339431747,0.389267463
5060,BD15,409039,436801,Stagnosols,170,Bradford,3,217200.0,False,BD15,0.19724113,0.226200274
5061,TS13,474212,518228,Cambisols,140,Redcar and Cleveland,1,124800.0,False,TS13,0.197629359,0.226645503
5062,NE46,393643,564074,Unsurveyed/Urban,50,Northumberland,1,254200.0,False,NE46,0.69870402,0.801288459
5063,NE23,426200,578700,Unsurveyed/Urban,50,Northumberland,1,,False,NE23,0.668956996,0.767173947
5064,YO1,460573,449926,Unsurveyed/Urban,10,York,1,,False,YO1,0.744126523,0.85337994
5065,LE4,458707,309213,Unsurveyed/Urban,80,Charnwood,1,235900.0,False,LE4,0.084137103,0.096490198
5066,HD1,414082,416683,Unsurveyed/Urban,110,Kirklees,1,161800.0,False,HD1,0.291888215,0.334743542
5067,DE21,436511,337384,Unsurveyed/Urban,50,Derby,7,174600.0,False,DE21,0.33685154,0.386308428
5068,NE15,418965,565001,Unsurveyed/Urban,40,Newcastle upon Tyne,1,131000.0,False,NE15,0.200480948,0.229915766
5069,B1,406467,286728,Unsurveyed/Urban,130,Birmingham,1,234600.0,False,B1,0.070297232,0.080618344
5070,HD4,413934,413350,Stagnosols,120,Kirklees,1,228900.0,False,HD4,0.322779403,0.370170205
5071,NE4,421650,563860,Unsurveyed/Urban,60,Newcastle upon Tyne,1,100900.0,False,NE4,0.274115284,0.314361171
5072,NE65,425583,603721,Stagnosols,20,Northumberland,1,223800.0,False,NE65,0.610399792,0.700019314
5073,LS7,431241,436072,Unsurveyed/Urban,60,Leeds,1,93700.0,False,LS7,0.286779413,0.32888466
5074,YO4,488207,441496,Stagnosols,30,East Riding of Yorkshire,1,,False,,,
5075,ST16,391803,322843,Unsurveyed/Urban,80,Stafford,1,,False,ST16,0.300632154,0.344771274
5076,YO19,459652,451975,Unsurveyed/Urban,10,York,1,407400.0,False,YO19,1.150512319,1.319431714
5077,LE10,442480,295114,Cambisols,120,Hinckley and Bosworth,1,243400.0,False,LE10,0.266865126,0.306046536
5078,PE9,503871,308434,Unsurveyed/Urban,30,South Kesteven,1,262800.0,False,PE9,0.339431747,0.389267463
5079,DE6,434668,342853,Cambisols,60,Amber Valley,1,474100.0,True,DE6,0.749624832,0.859685516
5080,NG4,461787,342233,Unsurveyed/Urban,40,Gedling,1,190100.0,False,NG4,0.267387423,0.306645518
5081,LS8,433176,436936,Unsurveyed/Urban,90,Leeds,1,306800.0,False,LS8,0.152429179,0.174808987
5082,DL6,444787,504033,Stagnosols,80,Hambleton,1,399100.0,False,DL6,1.159847887,1.330137941
5083,NR26,615314,342245,Arenosols,50,North Norfolk,1,244900.0,False,NR26,0.439837265,0.504414622
5084,DN21,482568,389393,Unsurveyed/Urban,30,West Lindsey,1,111700.0,False,DN21,0.120482323,0.13817166
5085,YO22,486662,507205,Stagnosols,60,Scarborough,1,339500.0,False,YO22,0.411031382,0.47137943
5086,WF10,441788,427901,Unsurveyed/Urban,20,Leeds,1,201500.0,False,WF10,0.365511702,0.419176504
5087,IP10,620860,240578,Arenosols,30,East Suffolk,1,458900.0,False,IP10,0.840886515,0.964346333
5088,YO5,450842,450209,Luvisols,20,Harrogate,1,,False,,,
5089,DE6,415382,346106,Cambisols,160,East Staffordshire,1,423300.0,False,DE6,0.749624832,0.859685516
5090,DH8,409345,550330,Unsurveyed/Urban,200,County Durham,1,113500.0,False,DH8,0.183891315,0.210890426
5091,S64,444600,401062,Unsurveyed/Urban,20,Rotherham,1,125600.0,False,S64,0.096328211,0.110471217
5092,TS10,458792,523896,Unsurveyed/Urban,10,Redcar and Cleveland,1,119900.0,False,TS10,0.249512602,0.286146298
5093,S73,441906,404418,Unsurveyed/Urban,40,Barnsley,1,175700.0,False,S73,0.092152579,0.105682515
5094,S9,440324,391176,Unsurveyed/Urban,40,Sheffield,1,72300.0,False,S9,0.216253838,0.248004448
5095,HD2,414531,418522,Unsurveyed/Urban,90,Kirklees,1,296100.0,False,HD2,0.250760513,0.287577429
5096,LS99,432976,430045,Unsurveyed/Urban,30,Leeds,1,,False,LS99,0.0,0.0
5097,B30,406138,280918,Unsurveyed/Urban,150,Birmingham,1,290600.0,False,B30,0.119464176,0.137004028
5098,OL7,393512,399731,Unsurveyed/Urban,120,Tameside,1,175900.0,False,OL7,0.289290829,0.331764804
5099,NE6,427814,566600,Unsurveyed/Urban,40,Newcastle upon Tyne,1,210800.0,False,NE6,0.283011595,0.324563647
5100,LE12,453960,320021,Unsurveyed/Urban,40,Charnwood,1,325200.0,False,LE12,0.42139558,0.48326531
5101,WF5,427909,420510,Unsurveyed/Urban,100,Wakefield,1,188800.0,False,WF5,0.235460739,0.270031325
5102,IP24,586860,282525,Unsurveyed/Urban,20,Breckland,1,203900.0,False,IP24,0.462693108,0.530626183
5103,HD9,413187,408220,Unsurveyed/Urban,250,Kirklees,1,187900.0,False,HD9,0.251482511,0.28840543
5104,YO7,442504,482526,Arenosols,40,Hambleton,1,233100.0,False,YO7,0.540742713,0.620135111
5105,LS1,430400,433600,Unsurveyed/Urban,40,Leeds,1,106100.0,False,LS1,0.128552753,0.147427
5106,B5,407137,286451,Unsurveyed/Urban,120,Birmingham,1,233700.0,False,B5,0.077484299,0.088860623
5107,HU9,510461,428821,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,,True,HU9,0.419949904,0.481607379
5108,WF10,441267,428662,Stagnosols,30,Leeds,1,182700.0,False,WF10,0.365511702,0.419176504
5109,SK9,384688,381282,Unsurveyed/Urban,70,Cheshire East,1,,False,SK9,0.684859671,0.785411468
5110,WF3,429000,426000,Unsurveyed/Urban,140,Leeds,1,222600.0,False,WF3,0.268714696,0.308167663
5111,BD8,414327,433478,Unsurveyed/Urban,130,Bradford,1,73800.0,False,BD8,0.154711534,0.177426439
5112,HU1,510062,428704,Unsurveyed/Urban,10,"Kingston upon Hull, City of",1,237100.0,True,HU1,0.742988343,0.852074652
5113,SK9,384688,381282,Unsurveyed/Urban,70,Cheshire East,1,702600.0,False,SK9,0.684859671,0.785411468
5114,PE15,548026,288968,Gleysols,0,Fenland,8,343800.0,False,PE15,0.316204576,0.362630055
5115,B16,404832,286162,Unsurveyed/Urban,160,Birmingham,1,,False,B16,0.100592352,0.115361424
5116,DN31,526789,409672,Unsurveyed/Urban,10,North East Lincolnshire,4,74600.0,False,DN31,0.540892975,0.620307435
5117,DH3,427305,552347,Unsurveyed/Urban,40,County Durham,1,187300.0,False,DH3,0.50040101,0.573870398
5118,LN4,499718,368892,Leptosols,50,North Kesteven,1,227400.0,False,LN4,0.566154892,0.649278332
5119,TS7,451821,514928,Unsurveyed/Urban,60,Middlesbrough,1,244200.0,False,TS7,0.072738395,0.08341792
5120,B28,410791,281802,Unsurveyed/Urban,130,Birmingham,1,308500.0,False,B28,0.202314854,0.232018928
5121,HD8,422809,407381,Stagnosols,240,Kirklees,1,292700.0,False,HD8,0.365307631,0.418942471
5122,WF9,441780,414871,Planosols,50,Wakefield,1,121900.0,False,WF9,0.343939113,0.394436605
5123,NR4,620740,307319,Unsurveyed/Urban,30,Norwich,1,271600.0,False,NR4,0.339974268,0.389889638
5124,LS28,421053,434746,Unsurveyed/Urban,140,Leeds,1,248000.0,False,LS28,0.430782246,0.494030137
5125,ST15,391716,333453,Luvisols,120,Stafford,1,275100.0,False,ST15,1.106867028,1.269378377
5126,S81,462678,387164,Arenosols,10,Bassetlaw,1,266900.0,False,S81,0.289156475,0.331610725
5127,HD1,414416,416346,Unsurveyed/Urban,90,Kirklees,1,315500.0,False,HD1,0.291888215,0.334743542
5128,B76,413924,295463,Luvisols,130,Birmingham,1,316500.0,False,B76,0.137929045,0.158179928
5129,PE13,546537,311259,Gleysols,0,Fenland,8,148100.0,False,PE13,0.173212725,0.198643995
5130,YO5,439642,466303,Luvisols,20,Harrogate,1,,False,,,
5131,S8,435023,381725,Unsurveyed/Urban,190,Sheffield,1,284300.0,False,S8,0.274210417,0.31447027
5132,SK1,389700,390600,Unsurveyed/Urban,50,Stockport,1,7578800.0,False,SK1,0.206443631,0.236753897
5133,TS4,449976,517631,Unsurveyed/Urban,10,Middlesbrough,1,224400.0,False,TS4,0.05979951,0.068579335
5134,IP27,577488,287955,Gleysols,10,Breckland,1,207400.0,False,IP27,0.277470093,0.318208536
5135,WF15,419394,422651,Unsurveyed/Urban,140,Kirklees,1,187600.0,False,WF15,0.161282172,0.184961786
5136,DE14,424494,321943,Unsurveyed/Urban,50,East Staffordshire,6,204000.0,True,DE14,0.553710676,0.635007043
5137,NE40,416006,563530,Unsurveyed/Urban,90,Gateshead,1,225200.0,False,NE40,0.166052163,0.190432111
5138,B3,406649,286530,Unsurveyed/Urban,130,Birmingham,1,20900700.0,False,B3,0.083367874,0.09560803
5139,OL1,394032,406138,Unsurveyed/Urban,220,Oldham,1,95400.0,False,OL1,0.213531541,0.24488246
5140,HU6,507692,432799,Unsurveyed/Urban,0,"Kingston upon Hull, City of",7,98200.0,False,HU6,0.391479621,0.44895706
5141,LN1,496830,371718,Unsurveyed/Urban,10,Lincoln,1,306000.0,False,LN1,0.444709818,0.510002569
5142,BD10,418296,436748,Unsurveyed/Urban,150,Bradford,1,176700.0,False,BD10,0.385197682,0.4417528
5143,CW2,369464,353847,Planosols,50,Cheshire East,1,199600.0,False,CW2,0.290183434,0.332788462
5144,DN15,487457,411525,Unsurveyed/Urban,10,North Lincolnshire,1,185200.0,True,DN15,0.743388205,0.852533222
5145,HX3,411301,423529,Cambisols,220,Calderdale,1,154400.0,False,HX3,0.389607384,0.446809939
5146,B19,407078,289014,Unsurveyed/Urban,110,Birmingham,1,182700.0,False,B19,0.033513893,0.038434437
5147,IP5,623933,244630,Arenosols,30,East Suffolk,1,338900.0,False,IP5,0.513107518,0.588442489
5148,CW1,370671,355787,Unsurveyed/Urban,50,Cheshire East,1,,False,CW1,0.565202958,0.648186635
5149,ST16,392869,324208,Unsurveyed/Urban,90,Stafford,1,152900.0,False,ST16,0.300632154,0.344771274
5150,BD22,402223,440806,Podsols,280,Bradford,1,341500.0,False,BD22,0.174243398,0.199825992
5151,YO1,460484,447859,Unsurveyed/Urban,10,York,1,,False,YO1,0.744126523,0.85337994
5152,NE9,425902,559552,Unsurveyed/Urban,80,Gateshead,1,187300.0,False,NE9,0.437253144,0.501451098
5153,LE14,476500,319580,Stagnosols,80,Melton,1,406600.0,False,LE14,0.538637461,0.617720764
5154,NE36,435920,561516,Unsurveyed/Urban,30,South Tyneside,1,301700.0,False,NE36,0.327751787,0.37587264
5155,NG7,455647,342292,Unsurveyed/Urban,40,Nottingham,1,170000.0,False,NG7,0.340459308,0.390445892
5156,LE1,459169,304164,Unsurveyed/Urban,70,Leicester,1,750800.0,False,LE1,0.121580471,0.13943104
5157,ST10,402322,345249,Cambisols,190,Staffordshire Moorlands,1,212200.0,False,ST10,0.734316897,0.842130055
5158,BD17,414876,437482,Unsurveyed/Urban,80,Bradford,1,255900.0,False,BD17,0.420959603,0.482765322
5159,IP22,611730,279952,Stagnosols,30,South Norfolk,1,320000.0,False,IP22,0.803285496,0.921224694
5160,S30,419343,375910,Cambisols,280,Derbyshire Dales,1,,False,,,
5161,B33,412425,286619,Unsurveyed/Urban,100,Birmingham,1,198900.0,False,B33,0.141946571,0.162787311
5162,CW1,371187,354767,Unsurveyed/Urban,50,Cheshire East,1,,False,CW1,0.565202958,0.648186635
5163,B24,410560,290715,Unsurveyed/Urban,120,Birmingham,1,170200.0,False,B24,0.149743808,0.171729347
5164,DE74,448525,326718,Luvisols,50,North West Leicestershire,1,259400.0,False,DE74,0.528429821,0.606014428
5165,OL1,392600,404700,Unsurveyed/Urban,190,Oldham,1,220900.0,False,OL1,0.213531541,0.24488246
5166,LS1,429756,433880,Unsurveyed/Urban,40,Leeds,1,,False,LS1,0.128552753,0.147427
5167,LE2,460459,302235,Unsurveyed/Urban,90,Leicester,1,314400.0,False,LE2,0.226157115,0.259361735
5168,S61,440410,393493,Unsurveyed/Urban,110,Rotherham,1,102300.0,False,S61,0.089856867,0.103049745
5169,S30,434018,396111,Unsurveyed/Urban,130,Sheffield,1,,False,,,
5170,SK4,386639,391003,Unsurveyed/Urban,60,Stockport,1,368500.0,False,SK4,0.245743904,0.281824275
5171,NE30,436355,569609,Unsurveyed/Urban,30,North Tyneside,1,298700.0,False,NE30,0.229226525,0.262881798
5172,PE22,530120,347504,Gleysols,0,East Lindsey,9,255400.0,False,PE22,0.293968884,0.337129696
5173,LE9,448007,293381,Stagnosols,90,Blaby,1,254800.0,False,LE9,0.230904985,0.264806691
5174,DE74,448969,327130,Cambisols,30,North West Leicestershire,1,245200.0,False,DE74,0.528429821,0.606014428
5175,YO11,504123,484164,Cambisols,50,Scarborough,1,158400.0,False,YO11,0.205166189,0.235288899
5176,LE1,459294,304253,Unsurveyed/Urban,70,Leicester,1,,False,LE1,0.121580471,0.13943104
5177,PE30,562078,320484,Unsurveyed/Urban,0,King's Lynn and West Norfolk,1,,True,PE30,0.528122208,0.605661651
5178,S45,438185,364048,Planosols,140,North East Derbyshire,1,176500.0,False,S45,0.237780657,0.272691857
5179,B77,421407,303429,Unsurveyed/Urban,70,Tamworth,1,,False,B77,0.16855405,0.193301328
5180,DH4,432357,550478,Unsurveyed/Urban,40,Sunderland,1,124900.0,False,DH4,0.223065999,0.255816777
5181,SK12,400878,383455,Stagnosols,170,High Peak,1,,False,SK12,0.71712137,0.822409863
5182,PE6,514167,311473,Cambisols,0,South Kesteven,1,,False,PE6,0.393948826,0.451788795
5183,B33,415646,285405,Unsurveyed/Urban,100,Birmingham,1,154800.0,False,B33,0.141946571,0.162787311
5184,OL7,392488,398143,Unsurveyed/Urban,100,Tameside,1,128200.0,False,OL7,0.289290829,0.331764804
5185,PE30,562300,319300,Unsurveyed/Urban,0,King's Lynn and West Norfolk,1,1135600.0,False,PE30,0.528122208,0.605661651
5186,WV12,396852,300013,Unsurveyed/Urban,140,Walsall,1,163800.0,False,WV12,0.289957481,0.332529335
5187,TS12,465426,518716,Luvisols,110,Redcar and Cleveland,1,124300.0,False,TS12,0.344011095,0.394519156
5188,TS23,446189,521743,Unsurveyed/Urban,10,Stockton-on-Tees,1,132400.0,False,TS23,0.396926626,0.455203799
5189,NG8,454443,339242,Unsurveyed/Urban,40,Nottingham,1,261000.0,False,NG8,0.66958786,0.767897435
5190,LE3,454858,306068,Unsurveyed/Urban,90,Blaby,1,259100.0,False,LE3,0.184357995,0.211425625
5191,DL8,411257,492891,Stagnosols,220,Richmondshire,1,424100.0,False,DL8,1.856077621,2.128588836
5192,LE67,438110,311506,Cambisols,130,North West Leicestershire,1,242000.0,False,LE67,0.204597756,0.234637008
5193,NG18,453900,360900,Unsurveyed/Urban,110,Mansfield,1,253900.0,False,NG18,0.121463715,0.139297142
5194,DE7,434978,326878,Arenosols,50,South Derbyshire,1,,False,DE7,0.304139997,0.348794143
5195,DE24,437429,331556,Unsurveyed/Urban,50,Derby,1,137400.0,False,DE24,0.285088807,0.326945837
5196,LE3,459327,304196,Unsurveyed/Urban,70,Leicester,1,,False,LE3,0.184357995,0.211425625
5197,NE34,436403,567175,Unsurveyed/Urban,10,South Tyneside,1,267600.0,False,NE34,0.170903814,0.195996087
5198,SK8,387449,387385,Unsurveyed/Urban,60,Stockport,1,353800.0,False,SK8,0.572567206,0.656632109
5199,DN2,460019,404808,Unsurveyed/Urban,20,Doncaster,1,154700.0,False,DN2,0.293983387,0.337146328
5200,S30,425983,404955,Cambisols,230,Barnsley,1,,False,,,
5201,BD22,405028,439555,Unsurveyed/Urban,150,Bradford,1,177500.0,False,BD22,0.174243398,0.199825992
5202,PE1,519548,301537,Unsurveyed/Urban,10,Peterborough,1,176600.0,False,PE1,0.523103533,0.599906129
5203,LS12,426690,433015,Unsurveyed/Urban,100,Leeds,1,,False,LS12,0.436137812,0.500172012
5204,B2,407181,286854,Unsurveyed/Urban,130,Birmingham,1,123800.0,False,B2,0.12773665,0.146491076
5205,SK6,396763,386096,Stagnosols,170,Stockport,1,251700.0,False,SK6,0.19714901,0.226094629
5206,YO24,457901,450340,Unsurveyed/Urban,10,York,1,264700.0,False,YO24,0.484033603,0.555099912
5207,HU17,499312,436870,Cambisols,60,East Riding of Yorkshire,1,357400.0,False,HU17,0.39812983,0.456583659
5208,B32,399758,281220,Luvisols,210,Birmingham,1,356500.0,False,B32,0.135815188,0.155755713
5209,NR15,620069,293154,Stagnosols,50,South Norfolk,1,196200.0,False,NR15,1.781093796,2.04259581
5210,YO3,461285,453597,Unsurveyed/Urban,10,York,1,,False,,,
5211,YO15,518199,466875,Unsurveyed/Urban,10,East Riding of Yorkshire,1,248100.0,False,YO15,0.519642594,0.595937052
5212,CW4,384770,363289,Stagnosols,100,Cheshire East,1,427100.0,False,CW4,0.581933893,0.667374023
5213,SK13,401069,394831,Stagnosols,150,High Peak,1,107300.0,False,SK13,0.237170308,0.271991895
5214,WV13,397097,298476,Unsurveyed/Urban,130,Walsall,1,128100.0,False,WV13,0.15225894,0.174613754
